,Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%,Time
506,21.96,20.59,19.95,100.89,52.56,2021-04-29 04:48:23
507,22.46,20.6,19.92,100.89,52.42,2021-04-29 04:48:56
508,21.96,20.58,19.97,100.89,52.79,2021-04-29 04:49:30
509,22.46,20.58,19.92,100.89,52.22,2021-04-29 04:50:04
510,22.46,20.56,19.92,100.89,51.67,2021-04-29 04:50:38
511,21.96,20.56,19.87,100.89,52.31,2021-04-29 04:51:12
512,21.96,20.56,19.87,100.89,52.75,2021-04-29 04:51:45
513,21.96,20.56,19.9,100.89,52.27,2021-04-29 04:52:19
514,21.96,20.56,19.92,100.89,52.05,2021-04-29 04:52:52
515,21.96,20.54,19.88,100.89,52.14,2021-04-29 04:53:27
516,21.96,20.54,19.87,100.89,51.99,2021-04-29 04:54:01
517,21.96,20.53,19.92,100.89,51.28,2021-04-29 04:54:40
518,21.96,20.52,19.9,100.89,51.87,2021-04-29 04:55:13
519,21.96,20.52,19.94,100.89,51.49,2021-04-29 04:55:47
520,21.96,20.52,19.9,100.89,51.38,2021-04-29 04:56:21
521,21.96,20.51,19.87,100.89,52.01,2021-04-29 04:56:54
522,21.96,20.51,19.81,100.88,52.38,2021-04-29 04:57:29
523,22.46,20.5,19.87,100.89,52.06,2021-04-29 04:58:15
524,21.96,20.49,19.88,100.89,52.03,2021-04-29 04:58:49
525,21.96,20.48,19.85,100.89,51.66,2021-04-29 04:59:24
526,21.96,20.48,19.88,100.89,51.36,2021-04-29 04:59:58
527,22.46,20.47,19.83,100.89,51.38,2021-04-29 05:00:32
528,21.96,20.47,19.8,100.89,51.66,2021-04-29 05:01:05
529,21.96,20.47,19.81,100.89,51.2,2021-04-29 05:01:40
530,21.96,20.47,19.8,100.89,51.73,2021-04-29 05:02:14
531,21.96,20.45,19.75,100.89,51.2,2021-04-29 05:02:47
532,22.46,20.45,19.87,100.89,51.41,2021-04-29 05:03:22
533,21.96,20.45,19.81,100.89,51.53,2021-04-29 05:03:55
534,21.96,20.44,19.8,100.89,51.37,2021-04-29 05:04:29
535,21.96,20.44,19.83,100.89,51.61,2021-04-29 05:05:03
536,21.96,20.44,19.83,100.89,51.86,2021-04-29 05:05:37
537,22.46,20.42,19.81,100.89,51.45,2021-04-29 05:06:10
538,22.46,20.42,19.83,100.89,50.81,2021-04-29 05:06:44
539,21.96,20.42,19.75,100.89,50.87,2021-04-29 05:07:18
540,21.96,20.41,19.76,100.89,51.29,2021-04-29 05:07:52
541,21.96,20.41,19.8,100.89,51.04,2021-04-29 05:08:27
542,21.96,20.4,19.75,100.89,50.96,2021-04-29 05:09:00
543,21.96,20.4,19.8,100.89,51.06,2021-04-29 05:09:34
544,22.46,20.4,19.75,100.89,50.96,2021-04-29 05:10:08
545,21.96,20.39,19.76,100.89,50.7,2021-04-29 05:10:42
546,21.96,20.39,19.78,100.89,51.1,2021-04-29 05:11:16
547,21.96,20.37,19.71,100.89,51.7,2021-04-29 05:11:49
548,21.96,20.36,19.73,100.89,51.03,2021-04-29 05:12:23
549,21.96,20.36,19.78,100.89,51.0,2021-04-29 05:12:57
550,21.96,20.36,19.73,100.89,50.56,2021-04-29 05:13:31
551,21.96,20.35,19.75,100.89,50.31,2021-04-29 05:14:05
552,21.96,20.35,19.73,100.89,49.56,2021-04-29 05:14:38
553,22.46,20.35,19.75,100.89,50.62,2021-04-29 05:15:12
554,22.46,20.35,19.73,100.89,50.34,2021-04-29 05:15:46
555,22.46,20.36,19.68,100.89,50.88,2021-04-29 05:16:19
556,22.46,20.36,19.75,100.89,50.99,2021-04-29 05:16:53
557,22.46,20.36,19.71,100.89,51.8,2021-04-29 05:17:28
558,22.46,20.36,19.78,100.89,51.77,2021-04-29 05:18:01
559,21.96,20.38,19.75,100.89,50.61,2021-04-29 05:18:40
560,22.46,20.39,19.73,100.89,51.39,2021-04-29 05:19:14
561,22.46,20.4,19.68,100.89,52.33,2021-04-29 05:19:47
562,22.46,20.4,19.73,100.89,53.05,2021-04-29 05:20:21
563,21.96,20.41,19.64,100.89,50.73,2021-04-29 05:20:55
564,21.96,20.41,19.75,100.89,49.85,2021-04-29 05:21:28
565,21.96,20.43,19.73,100.89,49.73,2021-04-29 05:22:02
566,22.46,20.45,19.71,100.89,49.82,2021-04-29 05:22:36
567,22.46,20.46,19.75,100.89,49.81,2021-04-29 05:23:10
568,21.96,20.47,19.76,100.89,49.45,2021-04-29 05:23:43
569,21.96,20.49,19.78,100.89,49.21,2021-04-29 05:24:17
570,21.96,20.51,19.75,100.9,48.41,2021-04-29 05:24:51
571,21.96,20.52,19.85,100.89,48.23,2021-04-29 05:25:26
572,21.96,20.54,19.83,100.89,48.44,2021-04-29 05:26:00
573,21.96,20.56,19.8,100.89,47.68,2021-04-29 05:26:33
574,22.46,20.57,19.81,100.89,47.32,2021-04-29 05:27:07
575,22.46,20.57,19.81,100.89,46.88,2021-04-29 05:27:41
576,21.96,20.59,19.83,100.89,46.82,2021-04-29 05:28:15
577,22.46,20.61,19.8,100.89,46.58,2021-04-29 05:28:48
578,22.46,20.61,19.85,100.89,45.87,2021-04-29 05:29:22
579,22.46,20.63,19.87,100.89,46.33,2021-04-29 05:29:56
580,22.46,20.63,19.88,100.89,46.64,2021-04-29 05:30:29
581,22.46,20.63,19.85,100.89,47.11,2021-04-29 05:31:03
582,22.46,20.64,19.87,100.89,46.83,2021-04-29 05:31:37
583,21.96,20.63,19.88,100.89,48.11,2021-04-29 05:32:20
584,22.46,20.63,19.81,100.9,47.86,2021-04-29 05:32:54
585,21.96,20.63,19.87,100.89,47.39,2021-04-29 05:33:28
586,22.46,20.62,19.85,100.89,47.04,2021-04-29 05:34:02
587,22.46,20.61,19.87,100.89,47.14,2021-04-29 05:34:35
588,21.46,20.6,19.83,100.89,46.47,2021-04-29 05:35:09
589,21.96,20.6,19.83,100.89,45.61,2021-04-29 05:35:43
590,21.96,20.59,19.87,100.9,46.2,2021-04-29 05:36:17
591,21.96,20.59,19.81,100.89,47.02,2021-04-29 05:36:50
592,21.96,20.58,19.85,100.9,48.17,2021-04-29 05:37:25
593,21.96,20.57,19.83,100.89,48.69,2021-04-29 05:37:59
594,22.46,20.56,19.81,100.9,49.81,2021-04-29 05:38:33
595,21.96,20.54,19.83,100.9,49.54,2021-04-29 05:39:06
596,22.46,20.53,19.81,100.9,50.47,2021-04-29 05:39:40
597,21.96,20.52,19.81,100.9,50.11,2021-04-29 05:40:14
598,21.96,20.5,19.85,100.9,50.3,2021-04-29 05:40:47
599,21.96,20.49,19.8,100.9,50.78,2021-04-29 05:41:21
600,21.96,20.47,19.8,100.9,49.81,2021-04-29 05:41:55
601,21.96,20.45,19.78,100.9,50.29,2021-04-29 05:42:34
602,21.96,20.44,19.73,100.9,49.84,2021-04-29 05:43:07
603,21.96,20.43,19.71,100.9,50.65,2021-04-29 05:43:41
604,21.96,20.42,19.73,100.9,50.72,2021-04-29 05:44:15
605,21.96,20.4,19.73,100.9,50.98,2021-04-29 05:44:48
606,21.96,20.39,19.68,100.9,51.19,2021-04-29 05:45:22
607,21.96,20.37,19.68,100.9,51.12,2021-04-29 05:45:56
608,21.96,20.36,19.64,100.9,51.45,2021-04-29 05:46:30
609,21.96,20.35,19.68,100.91,51.58,2021-04-29 05:47:09
610,21.96,20.34,19.71,100.91,52.22,2021-04-29 05:47:43
611,21.96,20.33,19.68,100.91,52.69,2021-04-29 05:48:17
612,21.96,20.33,19.68,100.91,53.07,2021-04-29 05:48:50
613,21.96,20.32,19.66,100.91,53.14,2021-04-29 05:49:25
614,21.96,20.3,19.59,100.91,52.58,2021-04-29 05:49:59
615,21.96,20.29,19.64,100.91,52.94,2021-04-29 05:50:37
616,21.96,20.29,19.64,100.91,52.95,2021-04-29 05:51:11
617,21.96,20.28,19.66,100.91,53.04,2021-04-29 05:51:45
618,21.96,20.27,19.61,100.91,53.08,2021-04-29 05:52:19
619,21.96,20.26,19.59,100.91,53.3,2021-04-29 05:52:52
620,21.96,20.25,19.57,100.91,53.53,2021-04-29 05:53:27
621,21.96,20.24,19.57,100.91,53.63,2021-04-29 05:54:01
622,21.96,20.24,19.57,100.91,53.31,2021-04-29 05:54:35
623,21.96,20.22,19.57,100.91,53.18,2021-04-29 05:55:08
624,21.96,20.21,19.56,100.91,52.94,2021-04-29 05:55:42
625,21.96,20.21,19.61,100.91,53.18,2021-04-29 05:56:16
626,21.96,20.2,19.57,100.91,52.96,2021-04-29 05:56:49
627,21.96,20.19,19.57,100.91,53.33,2021-04-29 05:57:23
628,21.96,20.18,19.56,100.91,53.07,2021-04-29 05:57:57
629,21.96,20.18,19.59,100.92,52.47,2021-04-29 05:58:31
630,21.96,20.17,19.59,100.91,52.44,2021-04-29 05:59:04
631,21.96,20.17,19.54,100.92,52.9,2021-04-29 05:59:39
632,21.96,20.15,19.56,100.92,52.06,2021-04-29 06:00:13
633,21.96,20.15,19.54,100.92,52.06,2021-04-29 06:00:47
634,21.96,20.14,19.5,100.91,52.24,2021-04-29 06:01:20
635,21.96,20.13,19.49,100.91,52.15,2021-04-29 06:01:54
636,21.96,20.12,19.54,100.91,52.04,2021-04-29 06:02:28
637,21.96,20.12,19.49,100.91,51.5,2021-04-29 06:03:02
638,21.96,20.11,19.49,100.92,51.6,2021-04-29 06:03:36
639,21.96,20.11,19.49,100.92,51.08,2021-04-29 06:04:09
640,21.96,20.11,19.49,100.91,51.41,2021-04-29 06:04:43
641,21.96,20.1,19.47,100.92,51.13,2021-04-29 06:05:17
642,21.96,20.1,19.45,100.92,51.57,2021-04-29 06:05:51
643,21.96,20.09,19.45,100.92,50.74,2021-04-29 06:06:37
644,21.96,20.08,19.4,100.92,50.53,2021-04-29 06:07:16
645,21.96,20.08,19.44,100.92,50.31,2021-04-29 06:07:54
646,21.96,20.08,19.47,100.92,50.44,2021-04-29 06:08:28
647,21.96,20.07,19.37,100.92,50.36,2021-04-29 06:09:02
648,21.96,20.06,19.44,100.92,50.16,2021-04-29 06:09:36
649,21.96,20.06,19.4,100.92,50.74,2021-04-29 06:10:09
650,21.96,20.06,19.42,100.92,50.96,2021-04-29 06:10:43
651,21.96,20.05,19.44,100.92,51.12,2021-04-29 06:11:17
652,21.96,20.05,19.44,100.92,50.73,2021-04-29 06:11:50
653,21.96,20.04,19.45,100.92,50.66,2021-04-29 06:12:25
654,21.96,20.04,19.4,100.92,51.05,2021-04-29 06:12:59
655,21.96,20.05,19.49,100.92,51.69,2021-04-29 06:13:33
656,21.96,20.03,19.42,100.92,51.73,2021-04-29 06:14:12
657,21.96,20.02,19.44,100.92,51.59,2021-04-29 06:14:46
658,21.96,20.02,19.4,100.92,52.07,2021-04-29 06:15:19
659,21.96,20.02,19.44,100.93,52.11,2021-04-29 06:15:53
660,21.96,20.01,19.38,100.93,51.95,2021-04-29 06:16:27
661,21.96,20.01,19.44,100.93,52.18,2021-04-29 06:17:01
662,21.96,20.02,19.38,100.93,51.84,2021-04-29 06:17:35
663,21.96,20.0,19.37,100.93,51.89,2021-04-29 06:18:10
664,21.96,20.01,19.4,100.93,51.89,2021-04-29 06:18:44
665,21.96,19.99,19.32,100.92,51.44,2021-04-29 06:19:17
666,21.96,19.99,19.35,100.93,50.61,2021-04-29 06:19:51
667,21.96,19.99,19.37,100.93,51.17,2021-04-29 06:20:26
668,21.96,19.98,19.37,100.93,51.4,2021-04-29 06:21:00
669,21.96,19.98,19.4,100.93,51.68,2021-04-29 06:21:34
670,21.96,19.98,19.38,100.93,51.23,2021-04-29 06:22:07
671,21.96,19.97,19.38,100.93,51.22,2021-04-29 06:22:41
672,21.96,19.97,19.38,100.93,51.18,2021-04-29 06:23:15
673,21.96,19.97,19.33,100.93,51.14,2021-04-29 06:23:49
674,21.96,19.96,19.33,100.93,51.04,2021-04-29 06:24:22
675,21.96,19.95,19.32,100.92,50.67,2021-04-29 06:24:56
676,21.96,19.94,19.35,100.93,49.97,2021-04-29 06:25:30
677,21.96,19.95,19.33,100.93,49.72,2021-04-29 06:26:04
678,21.96,19.95,19.37,100.93,50.31,2021-04-29 06:26:37
679,21.96,19.94,19.32,100.93,50.77,2021-04-29 06:27:11
680,21.96,19.94,19.32,100.93,50.66,2021-04-29 06:27:45
681,21.46,19.93,19.3,100.93,49.94,2021-04-29 06:28:19
682,21.46,19.93,19.3,100.93,50.72,2021-04-29 06:28:53
683,21.96,19.93,19.28,100.93,51.04,2021-04-29 06:29:27
684,21.96,19.92,19.32,100.93,51.56,2021-04-29 06:30:01
685,21.96,19.92,19.37,100.93,51.74,2021-04-29 06:30:35
686,21.96,19.91,19.32,100.93,51.06,2021-04-29 06:31:09
687,21.96,19.91,19.28,100.93,51.14,2021-04-29 06:31:43
688,21.96,19.91,19.25,100.93,51.2,2021-04-29 06:32:17
689,21.96,19.9,19.3,100.93,50.56,2021-04-29 06:32:50
690,21.96,19.9,19.26,100.93,50.13,2021-04-29 06:33:25
691,21.96,19.91,19.25,100.94,50.84,2021-04-29 06:33:59
692,21.96,19.91,19.3,100.94,51.49,2021-04-29 06:34:33
693,21.96,19.91,19.3,100.93,52.02,2021-04-29 06:35:06
694,21.96,19.91,19.28,100.94,52.53,2021-04-29 06:35:40
695,21.96,19.93,19.25,100.94,53.32,2021-04-29 06:36:14
696,21.96,19.92,19.26,100.94,54.04,2021-04-29 06:36:47
697,21.96,19.95,19.28,100.94,55.2,2021-04-29 06:37:21
698,21.96,19.96,19.28,100.95,56.21,2021-04-29 06:37:55
699,21.96,19.95,19.21,100.94,55.86,2021-04-29 06:38:29
700,21.96,19.95,19.26,100.94,53.17,2021-04-29 06:39:03
701,21.96,19.96,19.37,100.95,51.06,2021-04-29 06:39:36
702,21.96,19.98,19.26,100.95,50.83,2021-04-29 06:40:10
703,21.96,20.0,19.32,100.95,51.01,2021-04-29 06:40:55
704,21.96,20.01,19.32,100.94,51.0,2021-04-29 06:41:31
705,21.96,20.03,19.33,100.95,50.27,2021-04-29 06:42:05
706,21.96,20.05,19.33,100.95,49.76,2021-04-29 06:42:39
707,21.96,20.07,19.42,100.94,48.79,2021-04-29 06:43:13
708,21.96,20.09,19.37,100.94,48.84,2021-04-29 06:43:47
709,21.96,20.1,19.4,100.94,48.05,2021-04-29 06:44:20
710,21.96,20.12,19.35,100.94,46.93,2021-04-29 06:44:54
711,21.96,20.13,19.37,100.94,46.09,2021-04-29 06:45:28
712,21.96,20.15,19.42,100.94,45.51,2021-04-29 06:46:02
713,21.46,20.17,19.4,100.94,45.78,2021-04-29 06:46:35
714,21.96,20.19,19.42,100.94,45.15,2021-04-29 06:47:09
715,21.96,20.2,19.42,100.94,45.14,2021-04-29 06:47:43
716,21.96,20.21,19.45,100.94,44.96,2021-04-29 06:48:16
717,21.96,20.22,19.49,100.94,44.79,2021-04-29 06:48:51
718,21.96,20.23,19.47,100.94,44.64,2021-04-29 06:49:26
719,21.96,20.24,19.45,100.94,45.12,2021-04-29 06:49:59
720,21.96,20.24,19.44,100.94,44.17,2021-04-29 06:50:33
721,21.96,20.25,19.47,100.94,44.4,2021-04-29 06:51:07
722,21.96,20.25,19.47,100.94,44.22,2021-04-29 06:51:41
723,21.96,20.25,19.49,100.94,44.29,2021-04-29 06:52:14
724,21.96,20.26,19.47,100.94,44.31,2021-04-29 06:52:48
725,21.96,20.25,19.5,100.94,43.48,2021-04-29 06:53:22
726,21.96,20.25,19.42,100.94,44.83,2021-04-29 06:53:56
727,21.96,20.24,19.49,100.94,44.43,2021-04-29 06:54:29
728,21.96,20.24,19.44,100.94,44.9,2021-04-29 06:55:03
729,21.46,20.22,19.45,100.94,45.67,2021-04-29 06:55:37
730,21.96,20.22,19.49,100.94,46.78,2021-04-29 06:56:11
731,21.96,20.21,19.4,100.94,47.28,2021-04-29 06:56:45
732,21.96,20.2,19.45,100.94,47.97,2021-04-29 06:57:19
733,21.96,20.19,19.49,100.94,48.88,2021-04-29 06:57:52
734,21.96,20.18,19.4,100.95,49.12,2021-04-29 06:58:27
735,21.96,20.16,19.42,100.95,49.99,2021-04-29 06:59:01
736,21.96,20.15,19.4,100.95,50.12,2021-04-29 06:59:34
737,21.96,20.14,19.38,100.94,50.17,2021-04-29 07:00:08
738,21.96,20.12,19.38,100.95,50.79,2021-04-29 07:00:42
739,21.96,20.11,19.4,100.94,50.57,2021-04-29 07:01:16
740,21.46,20.1,19.4,100.95,49.73,2021-04-29 07:01:49
741,21.96,20.08,19.4,100.95,50.3,2021-04-29 07:02:24
742,21.96,20.08,19.37,100.95,50.33,2021-04-29 07:02:57
743,21.96,20.06,19.32,100.95,50.69,2021-04-29 07:03:31
744,21.96,20.05,19.3,100.95,49.69,2021-04-29 07:04:10
745,21.96,20.03,19.3,100.95,49.78,2021-04-29 07:04:44
746,21.96,20.03,19.38,100.96,50.15,2021-04-29 07:05:18
747,21.96,20.02,19.33,100.96,50.77,2021-04-29 07:05:52
748,21.96,20.0,19.35,100.96,50.77,2021-04-29 07:06:30
749,21.96,19.99,19.38,100.96,50.64,2021-04-29 07:07:04
750,21.96,19.99,19.32,100.96,50.63,2021-04-29 07:07:38
751,21.96,19.98,19.32,100.96,50.68,2021-04-29 07:08:12
752,21.96,19.97,19.32,100.96,50.92,2021-04-29 07:08:46
753,21.96,19.96,19.28,100.96,51.14,2021-04-29 07:09:19
754,21.96,19.95,19.19,100.96,51.43,2021-04-29 07:09:53
755,21.96,19.95,19.28,100.96,51.87,2021-04-29 07:10:28
756,21.96,19.93,19.32,100.96,50.59,2021-04-29 07:11:01
757,21.96,19.92,19.26,100.96,50.73,2021-04-29 07:11:35
758,21.96,19.91,19.21,100.96,50.73,2021-04-29 07:12:09
759,21.96,19.9,19.32,100.96,49.69,2021-04-29 07:12:43
760,21.96,19.9,19.26,100.96,50.36,2021-04-29 07:13:16
761,21.46,19.9,19.32,100.97,50.31,2021-04-29 07:13:50
762,21.96,19.89,19.25,100.96,50.18,2021-04-29 07:14:25
763,21.96,19.88,19.23,100.97,50.27,2021-04-29 07:15:10
764,21.96,19.87,19.19,100.96,49.54,2021-04-29 07:15:43
765,21.96,19.87,19.21,100.96,49.81,2021-04-29 07:16:17
766,21.96,19.87,19.23,100.97,49.53,2021-04-29 07:16:51
767,21.96,19.86,19.23,100.97,50.28,2021-04-29 07:17:30
768,21.96,19.85,19.18,100.97,49.5,2021-04-29 07:18:03
769,21.96,19.85,19.21,100.97,49.77,2021-04-29 07:18:37
770,21.96,19.84,19.21,100.97,49.75,2021-04-29 07:19:11
771,21.96,19.84,19.25,100.97,49.66,2021-04-29 07:19:45
772,21.96,19.83,19.19,100.97,49.74,2021-04-29 07:20:18
773,21.96,19.83,19.16,100.97,50.14,2021-04-29 07:20:52
774,21.96,19.82,19.09,100.97,49.72,2021-04-29 07:21:27
775,21.96,19.82,19.19,100.97,49.18,2021-04-29 07:22:01
776,21.96,19.82,19.14,100.97,49.76,2021-04-29 07:22:35
777,21.96,19.82,19.18,100.97,50.14,2021-04-29 07:23:08
778,21.96,19.81,19.16,100.97,49.82,2021-04-29 07:23:44
779,21.96,19.8,19.14,100.97,48.65,2021-04-29 07:24:18
780,21.96,19.79,19.14,100.97,49.2,2021-04-29 07:24:52
781,21.96,19.8,19.21,100.97,49.83,2021-04-29 07:25:26
782,21.96,19.8,19.16,100.97,50.12,2021-04-29 07:26:00
783,21.96,19.79,19.14,100.97,49.32,2021-04-29 07:26:34
784,21.96,19.83,19.14,100.97,49.11,2021-04-29 07:27:08
785,21.96,19.92,19.23,100.97,47.91,2021-04-29 07:27:42
786,21.96,20.03,19.33,100.97,48.8,2021-04-29 07:28:16
787,21.96,20.17,19.32,100.97,51.36,2021-04-29 07:28:49
788,21.96,20.33,19.4,100.98,54.29,2021-04-29 07:29:24
789,21.46,20.52,19.62,100.98,55.72,2021-04-29 07:29:58
790,21.96,20.73,19.69,100.98,55.57,2021-04-29 07:30:31
791,21.96,20.95,19.81,100.98,54.93,2021-04-29 07:31:05
792,21.96,21.18,19.97,100.98,53.96,2021-04-29 07:31:39
793,21.96,21.41,20.12,100.97,51.72,2021-04-29 07:32:13
794,21.96,21.66,20.28,100.97,50.47,2021-04-29 07:32:47
795,21.96,21.92,20.45,100.98,49.86,2021-04-29 07:33:21
796,21.96,22.2,20.66,100.98,49.83,2021-04-29 07:33:55
797,21.96,22.48,20.87,100.98,49.86,2021-04-29 07:34:29
798,21.96,22.78,21.13,100.98,49.77,2021-04-29 07:35:03
799,21.96,23.04,21.3,100.98,49.73,2021-04-29 07:35:37
800,21.96,23.37,21.51,100.97,49.62,2021-04-29 07:36:16
801,21.96,23.62,21.7,100.98,49.32,2021-04-29 07:36:50
802,21.96,23.89,21.9,100.98,48.98,2021-04-29 07:37:24
803,21.96,24.13,22.13,100.97,48.68,2021-04-29 07:37:58
804,21.96,24.37,22.35,100.98,48.4,2021-04-29 07:38:32
805,21.96,24.61,22.51,100.98,48.08,2021-04-29 07:39:06
806,21.96,24.83,22.7,100.98,47.67,2021-04-29 07:39:40
807,21.96,25.05,22.89,100.98,47.31,2021-04-29 07:40:13
808,21.96,25.26,23.01,100.98,46.96,2021-04-29 07:40:47
809,21.96,25.46,23.17,100.98,46.63,2021-04-29 07:41:21
810,21.96,25.64,23.36,100.98,46.3,2021-04-29 07:41:55
811,21.96,25.83,23.5,100.98,45.94,2021-04-29 07:42:29
812,21.96,26.02,23.71,100.98,45.5,2021-04-29 07:43:02
813,21.96,26.19,23.85,100.98,45.1,2021-04-29 07:43:36
814,21.96,26.36,23.94,100.98,44.75,2021-04-29 07:44:10
815,21.96,26.53,24.22,100.98,44.47,2021-04-29 07:44:44
816,21.96,26.68,24.25,100.98,44.18,2021-04-29 07:45:18
817,21.96,26.83,24.39,100.98,43.82,2021-04-29 07:45:51
818,21.96,26.97,24.55,100.98,43.49,2021-04-29 07:46:26
819,21.96,27.11,24.66,100.98,43.25,2021-04-29 07:47:00
820,21.96,27.25,24.71,100.98,42.97,2021-04-29 07:47:34
821,21.96,27.39,24.92,100.98,42.65,2021-04-29 07:48:08
822,22.46,27.51,25.06,100.98,42.42,2021-04-29 07:48:41
823,21.96,27.68,25.2,100.98,42.05,2021-04-29 07:49:29
824,21.96,27.8,25.29,100.97,41.92,2021-04-29 07:50:03
825,21.96,27.93,25.43,100.98,41.79,2021-04-29 07:50:37
826,22.46,28.04,25.5,100.98,41.68,2021-04-29 07:51:10
827,22.46,28.15,25.63,100.98,41.58,2021-04-29 07:51:44
828,22.46,28.27,25.73,100.98,41.46,2021-04-29 07:52:18
829,22.46,28.39,25.79,100.98,41.29,2021-04-29 07:52:52
830,22.46,28.51,25.96,100.98,41.04,2021-04-29 07:53:27
831,22.46,28.62,26.03,100.98,40.85,2021-04-29 07:54:00
832,22.46,28.73,26.12,100.98,40.67,2021-04-29 07:54:34
833,22.46,28.83,26.19,100.98,40.5,2021-04-29 07:55:08
834,22.46,28.94,26.3,100.98,40.27,2021-04-29 07:55:42
835,22.46,29.03,26.39,100.98,40.1,2021-04-29 07:56:16
836,21.96,29.15,26.46,100.98,39.93,2021-04-29 07:56:49
837,21.96,29.26,26.64,100.99,39.69,2021-04-29 07:57:28
838,22.46,29.36,26.71,100.98,39.54,2021-04-29 07:58:02
839,22.46,29.46,26.74,100.98,39.46,2021-04-29 07:58:36
840,21.96,29.55,26.91,100.99,39.31,2021-04-29 07:59:10
841,22.46,29.65,26.96,100.99,39.15,2021-04-29 07:59:44
842,22.46,29.74,27.05,100.98,38.98,2021-04-29 08:00:17
843,21.96,29.84,27.12,100.99,38.83,2021-04-29 08:00:51
844,22.46,29.93,27.23,100.98,38.7,2021-04-29 08:01:26
845,21.96,30.02,27.26,100.98,38.67,2021-04-29 08:02:00
846,22.46,30.1,27.32,100.99,38.63,2021-04-29 08:02:34
847,22.46,30.18,27.48,100.99,38.54,2021-04-29 08:03:07
848,22.96,30.27,27.51,100.99,38.45,2021-04-29 08:03:41
849,22.96,30.35,27.59,100.99,38.38,2021-04-29 08:04:15
850,22.96,30.43,27.64,100.99,38.28,2021-04-29 08:04:49
851,22.96,30.51,27.78,100.99,38.19,2021-04-29 08:05:22
852,22.96,30.58,27.87,100.99,38.16,2021-04-29 08:05:56
853,22.96,30.66,27.89,100.99,38.11,2021-04-29 08:06:30
854,22.96,30.73,28.02,100.99,38.11,2021-04-29 08:07:09
855,22.46,30.8,28.09,100.99,38.07,2021-04-29 08:07:42
856,22.46,30.86,28.11,100.99,38.04,2021-04-29 08:08:16
857,22.46,30.92,28.16,100.99,37.97,2021-04-29 08:08:50
858,22.96,30.98,28.22,100.99,37.91,2021-04-29 08:09:24
859,22.46,31.04,28.27,100.99,37.96,2021-04-29 08:09:58
860,22.46,31.09,28.34,100.99,37.9,2021-04-29 08:10:32
861,22.46,31.15,28.38,100.99,37.77,2021-04-29 08:11:06
862,22.46,31.2,28.45,100.99,37.74,2021-04-29 08:11:39
863,22.46,31.25,28.51,100.99,37.73,2021-04-29 08:12:13
864,22.46,31.29,28.54,100.99,37.68,2021-04-29 08:12:47
865,22.46,31.35,28.6,100.99,37.62,2021-04-29 08:13:20
866,22.46,31.39,28.67,100.99,37.57,2021-04-29 08:13:54
867,22.96,31.44,28.69,101.0,37.45,2021-04-29 08:14:33
868,22.96,31.48,28.78,101.0,37.38,2021-04-29 08:15:07
869,22.96,31.52,28.87,100.99,37.38,2021-04-29 08:15:41
870,23.46,31.57,28.85,100.99,37.35,2021-04-29 08:16:14
871,22.96,31.6,28.92,100.99,37.24,2021-04-29 08:16:48
872,22.96,31.64,28.91,100.99,37.18,2021-04-29 08:17:22
873,22.96,31.69,29.03,100.99,37.11,2021-04-29 08:17:56
874,22.96,31.73,29.05,100.99,37.11,2021-04-29 08:18:30
875,22.96,31.77,29.14,100.99,37.05,2021-04-29 08:19:03
876,22.96,31.8,29.14,100.99,37.01,2021-04-29 08:19:38
877,22.96,31.84,29.22,100.99,36.96,2021-04-29 08:20:17
878,22.96,31.88,29.22,100.99,36.88,2021-04-29 08:20:51
879,22.96,31.92,29.25,101.0,36.81,2021-04-29 08:21:27
880,22.96,31.95,29.29,100.99,36.66,2021-04-29 08:22:00
881,22.96,31.98,29.38,100.99,36.6,2021-04-29 08:22:34
882,22.96,32.02,29.31,100.99,36.64,2021-04-29 08:23:08
883,22.96,32.06,29.42,100.99,36.61,2021-04-29 08:23:54
884,22.96,32.1,29.47,100.99,36.49,2021-04-29 08:24:33
885,22.96,32.14,29.56,100.99,36.34,2021-04-29 08:25:07
886,22.96,32.17,29.51,100.99,36.32,2021-04-29 08:25:41
887,22.96,32.19,29.58,100.98,36.31,2021-04-29 08:26:15
888,22.96,32.22,29.6,100.99,36.24,2021-04-29 08:26:48
889,22.96,32.25,29.71,100.98,36.2,2021-04-29 08:27:22
890,23.46,32.28,29.75,100.99,36.1,2021-04-29 08:27:56
891,23.46,32.32,29.73,100.99,35.91,2021-04-29 08:28:29
892,23.46,32.34,29.73,100.99,35.78,2021-04-29 08:29:03
893,23.46,32.36,29.8,100.99,35.73,2021-04-29 08:29:37
894,23.46,32.39,29.82,100.99,35.64,2021-04-29 08:30:11
895,23.46,32.42,29.82,100.99,35.54,2021-04-29 08:30:44
896,23.46,32.46,29.89,101.0,35.62,2021-04-29 08:31:23
897,23.46,32.47,29.91,100.99,35.79,2021-04-29 08:31:57
898,23.46,32.5,29.93,100.99,35.77,2021-04-29 08:32:31
899,23.46,32.5,30.0,100.99,35.69,2021-04-29 08:33:05
900,23.46,31.94,29.82,100.99,28.84,2021-04-29 08:33:38
901,23.46,31.6,29.36,100.99,27.93,2021-04-29 08:34:12
902,23.46,31.55,29.12,100.99,28.87,2021-04-29 08:34:46
903,23.46,31.56,29.0,100.99,29.79,2021-04-29 08:35:20
